Time,Centre position X,Centre position Y
0.000,,
0.240,291,102
0.370,292,102
0.490,292,102
0.600,291,102
0.710,291,102
0.820,291,102
0.930,291,102
1.050,291,102
1.170,291,102
1.290,292,102
1.410,292,102
1.520,292,102
1.630,292,102
1.740,292,103
1.850,292,103
1.970,291,102
2.080,291,102
2.190,291,102
2.320,292,102
2.430,292,102
2.550,292,102
2.660,292,104
2.780,291,104
2.890,290,104
3.010,290,103
3.130,289,103
3.240,289,103
3.360,287,103
3.470,286,103
3.580,285,103
3.700,285,102
3.820,284,101
3.930,285,102
4.050,286,102
4.170,287,101
4.290,288,102
4.400,288,102
4.530,286,104
4.650,285,104
4.760,285,104
4.880,283,103
4.990,284,103
5.100,284,102
5.220,284,103
5.340,283,104
5.450,282,108
5.560,282,112
5.680,282,118
5.790,281,126
5.920,280,133
6.030,281,145
6.140,282,154
6.260,283,164
6.380,284,170
6.490,285,182
6.610,286,189
6.730,287,202
6.840,287,210
6.960,287,219
7.080,288,225
7.190,289,231
7.300,290,236
7.420,290,239
7.530,291,239
7.650,292,240
7.760,297,243
7.870,309,247
8.000,319,247
8.110,326,247
8.220,334,247
8.340,341,247
8.440,347,246
8.550,357,247
8.670,362,249
8.790,366,251
8.910,364,248
9.020,359,248
9.140,358,249
9.250,359,250
9.380,358,249
9.490,357,249
9.600,358,248
9.730,362,246
9.850,374,246
9.970,385,247
10.080,395,246
10.200,405,246
10.320,411,247
10.420,412,247
10.530,410,247
10.640,407,247
10.760,406,247
10.870,405,247
10.990,405,247
11.110,404,247
11.230,405,246
11.360,405,246
11.470,405,247
11.590,404,248
11.700,404,249
11.820,408,248
11.930,414,248
12.050,419,249
12.160,422,250
12.280,421,250
12.390,419,250
12.510,421,250
12.620,429,250
12.740,427,248
12.860,420,247
12.970,417,245
13.080,411,246
13.200,410,245
13.320,410,246
13.430,411,246
13.540,411,245
13.670,411,245
13.780,410,246
13.890,407,247
14.010,399,247
14.130,391,248
14.240,387,249
14.360,376,251
14.470,367,253
14.600,362,253
14.720,363,253
14.840,363,251
14.960,358,248
15.070,351,247
15.180,346,247
15.300,345,247
15.410,343,246
15.530,335,246
15.650,326,246
15.760,320,246
15.870,319,245
15.990,319,246
16.100,318,246
16.210,318,246
16.320,317,246
16.440,317,245
16.550,319,246
16.670,317,246
16.790,312,246
16.900,311,246
17.020,312,246
17.140,311,247
17.240,310,248
17.370,310,249
17.490,310,249
17.610,311,249
17.730,310,249
17.840,311,249
17.970,308,249
18.090,305,250
18.210,303,251
18.330,301,251
18.440,301,251
18.560,306,248
18.670,309,247
18.780,309,246
18.900,307,244
19.010,307,244
19.120,308,245
19.240,309,245
19.360,308,245
19.470,307,245
19.590,306,244
19.710,306,244
19.820,306,244
19.940,309,245
20.060,305,247
20.180,304,248
20.300,304,249
20.410,304,249
20.520,303,249
20.640,302,250
20.750,302,250
20.870,303,249
20.990,307,248
21.100,310,248
21.210,315,249
21.330,320,251
21.440,330,254
21.550,344,254
21.670,356,253
21.790,368,250
21.900,382,247
22.010,395,247
22.130,402,247
22.250,408,249
22.360,415,249
22.470,418,250
22.580,420,250
22.700,423,251
22.810,423,252
22.930,425,252
23.080,426,252
23.190,422,251
23.330,423,251
23.440,422,250
23.560,422,249
23.690,427,250
23.800,428,251
23.910,428,251
24.040,428,251
24.160,427,251
24.270,424,249
24.390,421,246
24.500,419,246
24.630,414,246
24.740,410,245
24.860,404,247
24.980,400,248
25.090,399,248
25.210,399,249
25.320,399,249
25.430,397,247
25.540,389,248
25.660,378,248
25.780,372,248
25.890,369,248
26.010,370,248
26.120,371,248
26.240,371,247
26.360,370,246
26.460,369,246
26.580,368,247
26.690,367,247
26.810,354,247
26.930,344,248
27.040,341,250
27.160,335,251
27.270,330,252
27.390,323,252
27.510,317,252
27.630,317,251
27.730,317,251
27.850,318,253
27.970,316,253
28.090,315,253
28.200,315,254
28.310,316,253
28.430,316,253
28.540,316,253
28.650,319,253
28.770,320,253
28.890,321,254
29.010,322,254
29.130,324,255
29.240,322,255
29.360,322,254
29.480,320,254
29.600,317,253
29.710,311,254
29.820,307,254
29.930,307,254
30.060,308,253
30.180,309,253
30.300,307,253
30.420,305,254
30.540,303,255
30.660,302,256
30.770,303,255
30.880,305,255
31.000,303,254
31.120,302,255
31.230,302,254
31.350,300,255
31.470,300,256
31.580,300,256
31.690,300,256
31.810,300,255
31.930,299,255
